shipment_id,product,origin,destination,origin_lat,origin_lon,dest_lat,dest_lon,cargo_kg,invoice_ngn,distance_km,transit_hrs,delay_hrs,total_hrs,shelf_hrs,time_ratio,has_cold_chain,avg_temp,max_temp,max_temp_allowed,temp_exceedance,avg_humidity,road_quality,vibration_score,borrower_history,prior_defaults,spoilage_prob,spoiled,default_prob,defaulted,financing_rate
XB-20240113,Tomatoes,Onitsha,Abuja,6.14,6.79,9.07,7.4,1860.2,606080.0,405.2,11.33,1.56,12.89,72,0.179,0,31.0,34.8,25,9.8,80.1,fair,0.865,good,1,0.4933,0,0.4106,1,5.28
XB-20240114,Mangoes,Ibadan,Port Harcourt,7.38,3.93,4.82,7.04,348.6,68156.0,553.4,13.9,0.04,13.94,96,0.145,0,29.1,32.9,20,12.9,88.3,good,0.0,good,1,0.3875,0,0.2712,0,4.17
XB-20240115,Leafy Greens,Port Harcourt,Enugu,4.82,7.04,6.44,7.5,1008.0,267958.0,266.1,4.42,0.66,5.08,48,0.106,0,35.2,41.2,10,31.2,63.7,poor,2.09,excellent,0,0.437,0,0.1872,0,3.5
XB-20240116,Tomatoes,Ibadan,Lagos,7.38,3.93,6.52,3.38,4004.1,1390630.0,164.2,2.88,0.24,3.12,72,0.043,0,36.8,44.2,25,19.2,59.9,fair,1.099,good,0,0.4127,0,0.3109,0,4.49
XB-20240117,Strawberries,Enugu,Kaduna,6.44,7.5,10.52,7.44,2661.9,1956487.0,571.5,9.91,1.02,10.93,36,0.304,1,9.1,14.5,8,6.5,71.3,fair,1.419,good,1,0.1448,0,0.1363,0,3.09
XB-20240118,Tomatoes,Onitsha,Ibadan,6.14,6.79,7.38,3.93,485.5,153029.0,441.1,8.14,0.53,8.67,72,0.12,1,24.5,26.7,25,1.7,90.9,good,0.0,fair,1,0.1741,0,0.4185,0,5.35
XB-20240119,Mangoes,Lagos,Enugu,6.52,3.38,6.44,7.5,4795.8,864935.0,597.1,9.2,1.69,10.89,96,0.113,0,32.5,35.3,20,15.3,82.9,poor,2.317,fair,2,0.6589,1,0.653,1,7.22
XB-20240120,Mangoes,Kaduna,Ibadan,10.52,7.44,7.38,3.93,4079.5,888960.0,738.4,19.86,4.66,24.52,96,0.255,0,28.8,31.2,20,11.2,73.5,poor,2.414,excellent,0,0.6413,1,0.2781,0,4.22
XB-20240121,Mangoes,Onitsha,Ibadan,6.14,6.79,7.38,3.93,931.2,177527.0,524.3,14.7,1.31,16.01,96,0.167,0,32.3,38.8,20,18.8,62.0,poor,2.734,good,1,0.4613,0,0.2459,0,3.97
XB-20240122,Mangoes,Port Harcourt,Jos,4.82,7.04,9.92,8.89,2696.8,500839.0,793.1,13.61,0.47,14.09,96,0.147,0,36.2,39.0,20,19.0,78.3,good,0.0,good,0,0.4183,0,0.3101,0,4.48
XB-20240123,Tomatoes,Onitsha,Jos,6.14,6.79,9.92,8.89,1833.8,698361.0,736.7,19.65,4.01,23.66,72,0.329,0,32.5,37.9,25,12.9,88.6,poor,1.845,good,1,0.7484,1,0.5456,0,6.36
XB-20240124,Peppers,Jos,Zaria,9.92,8.89,11.08,7.71,1001.4,187928.0,268.2,4.88,5.07,9.95,96,0.104,0,35.8,42.1,22,20.1,66.0,good,0.0,fair,0,0.5483,1,0.4667,0,5.73
XB-20240125,Fresh Fish,Lagos,Abuja,6.52,3.38,9.07,7.4,4323.0,2430917.0,708.8,13.75,0.81,14.55,24,0.606,0,32.9,38.8,4,34.8,84.5,poor,1.072,good,1,0.793,1,0.5426,0,6.34
XB-20240126,Tomatoes,Port Harcourt,Ibadan,4.82,7.04,7.38,3.93,735.3,258157.0,654.7,15.22,2.71,17.92,72,0.249,1,25.0,27.1,25,2.1,59.6,fair,0.993,good,0,0.3805,0,0.2891,0,4.31
XB-20240127,Peppers,Enugu,Kaduna,6.44,7.5,10.52,7.44,3915.2,743196.0,682.8,13.48,5.6,19.08,96,0.199,1,24.6,31.5,22,9.5,59.4,fair,0.518,good,1,0.4184,0,0.4352,0,5.48
XB-20240128,Tomatoes,Ibadan,Enugu,7.38,3.93,6.44,7.5,3109.5,1042866.0,578.4,14.04,0.25,14.28,72,0.198,0,31.0,38.7,25,13.7,77.3,fair,0.56,fair,2,0.6954,1,0.707,1,7.66
XB-20240129,Leafy Greens,Kaduna,Enugu,10.52,7.44,6.44,7.5,1140.0,296269.0,581.7,10.84,2.28,13.12,48,0.273,0,31.0,35.3,10,25.3,79.9,fair,0.845,poor,0,0.6859,1,0.6628,1,7.3
XB-20240130,Fresh Fish,Kano,Ibadan,12.0,8.52,7.38,3.93,1305.2,711790.0,865.0,18.22,0.54,18.76,24,0.782,0,33.4,41.1,4,37.1,90.6,fair,1.429,fair,1,0.9546,1,0.6506,1,7.2
XB-20240131,Dairy,Kano,Lagos,12.0,8.52,6.52,3.38,2730.7,1122095.0,1322.1,24.14,0.17,24.31,48,0.506,0,34.6,39.8,6,33.8,63.1,fair,1.419,excellent,0,0.5958,1,0.33,0,4.64
XB-20240132,Leafy Greens,Kano,Kaduna,12.0,8.52,10.52,7.44,3835.1,1001164.0,320.0,6.49,1.9,8.39,48,0.175,1,12.0,15.0,10,5.0,75.9,poor,1.998,excellent,0,0.3738,1,0.224,0,3.79
XB-20240133,Leafy Greens,Port Harcourt,Jos,4.82,7.04,9.92,8.89,2670.5,793836.0,918.0,21.54,0.42,21.96,48,0.458,1,8.0,15.4,10,5.4,60.7,poor,2.91,good,0,0.363,0,0.2376,0,3.9
XB-20240134,Leafy Greens,Ibadan,Kano,7.38,3.93,12.0,8.52,1914.2,566794.0,990.5,23.29,1.25,24.54,48,0.511,1,9.4,12.6,10,2.6,89.0,good,0.0,good,0,0.3281,0,0.2769,0,4.22
XB-20240135,Strawberries,Abuja,Kaduna,9.07,7.4,10.52,7.44,2252.0,1739033.0,239.9,3.99,0.23,4.22,36,0.117,1,11.1,15.5,8,7.5,83.2,poor,2.778,good,0,0.3521,0,0.3208,0,4.57
XB-20240136,Strawberries,Jos,Abuja,9.92,8.89,9.07,7.4,2633.2,2068408.0,248.8,4.19,2.71,6.9,36,0.192,1,10.6,16.6,8,8.6,60.6,poor,2.078,good,0,0.2866,0,0.2641,0,4.11
XB-20240137,Tomatoes,Jos,Kaduna,9.92,8.89,10.52,7.44,4870.8,1611393.0,231.5,5.25,0.54,5.79,72,0.08,1,27.4,35.2,25,10.2,63.3,fair,1.242,fair,0,0.2942,0,0.4187,0,5.35
XB-20240138,Mangoes,Jos,Kaduna,9.92,8.89,10.52,7.44,2087.3,425035.0,234.5,4.28,0.12,4.4,96,0.046,0,32.1,35.2,20,15.2,83.9,fair,1.452,excellent,0,0.5622,1,0.1909,0,3.53
XB-20240139,Tomatoes,Port Harcourt,Kaduna,4.82,7.04,10.52,7.44,3600.8,1177612.0,788.5,12.29,0.89,13.18,72,0.183,1,23.6,30.4,25,5.4,59.5,good,0.0,good,0,0.2564,0,0.1614,0,3.29
XB-20240140,Tomatoes,Kano,Zaria,12.0,8.52,11.08,7.71,2026.5,661470.0,191.8,3.27,1.99,5.26,72,0.073,1,28.0,30.1,25,5.1,81.0,poor,1.875,good,1,0.3529,0,0.3461,0,4.77
XB-20240141,Mangoes,Kaduna,Jos,10.52,7.44,9.92,8.89,2853.0,558794.0,218.9,5.62,3.01,8.63,96,0.09,1,19.7,27.0,20,7.0,79.9,poor,1.501,fair,2,0.3813,0,0.4856,0,5.88
XB-20240142,Tomatoes,Kano,Onitsha,12.0,8.52,6.14,6.79,4414.3,1577615.0,905.1,21.34,0.66,22.0,72,0.306,1,27.1,29.5,25,4.5,62.6,fair,1.482,fair,1,0.3188,0,0.4658,0,5.73
XB-20240143,Tomatoes,Zaria,Lagos,11.08,7.71,6.52,3.38,4905.8,1568498.0,1096.1,21.68,0.3,21.97,72,0.305,0,33.7,39.9,25,14.9,70.6,fair,0.898,good,0,0.4974,1,0.2934,0,4.35
XB-20240144,Dairy,Kaduna,Zaria,10.52,7.44,11.08,7.71,4642.5,1781516.0,84.8,1.77,1.79,3.56,48,0.074,0,25.9,31.2,6,25.2,78.7,poor,1.747,good,0,0.6392,1,0.5254,1,6.2
XB-20240145,Leafy Greens,Lagos,Port Harcourt,6.52,3.38,4.82,7.04,2355.6,674378.0,705.5,17.05,4.2,21.24,48,0.443,1,11.8,16.0,10,6.0,56.9,fair,0.886,poor,2,0.4632,0,0.7525,1,8.02
XB-20240146,Strawberries,Kaduna,Kano,10.52,7.44,12.0,8.52,2281.2,1676270.0,283.2,4.93,3.69,8.62,36,0.239,1,8.6,14.9,8,6.9,55.3,fair,1.113,fair,0,0.3168,0,0.3742,0,4.99
XB-20240147,Dairy,Abuja,Kano,9.07,7.4,12.0,8.52,570.3,259222.0,447.5,9.8,0.83,10.63,48,0.222,1,7.6,11.8,6,5.8,67.3,poor,1.767,good,0,0.2874,0,0.3233,0,4.59
XB-20240148,Tomatoes,Zaria,Ibadan,11.08,7.71,7.38,3.93,4619.7,1644197.0,881.2,17.23,0.47,17.7,72,0.246,1,27.0,33.7,25,8.7,71.8,fair,0.748,fair,0,0.509,0,0.4085,0,5.27
XB-20240149,Leafy Greens,Lagos,Onitsha,6.52,3.38,6.14,6.79,305.2,82051.0,574.2,11.47,0.09,11.55,48,0.241,0,38.0,42.5,10,32.5,79.2,fair,0.659,excellent,0,0.5148,1,0.2899,0,4.32
XB-20240150,Dairy,Abuja,Ibadan,9.07,7.4,7.38,3.93,238.2,108552.0,529.5,10.96,1.21,12.17,48,0.254,1,4.5,11.7,6,5.7,85.6,good,0.0,fair,1,0.2087,0,0.3267,0,4.61
XB-20240151,Peppers,Kaduna,Ibadan,10.52,7.44,7.38,3.93,1130.5,218101.0,796.6,14.4,2.73,17.13,96,0.178,0,32.2,36.8,22,14.8,77.6,good,0.0,excellent,0,0.429,1,0.2591,0,4.07
XB-20240152,Mangoes,Zaria,Port Harcourt,11.08,7.71,4.82,7.04,3989.3,765428.0,1041.2,20.32,0.64,20.96,96,0.218,1,23.3,26.0,20,6.0,78.5,fair,0.618,good,0,0.2533,0,0.187,0,3.5
XB-20240153,Tomatoes,Zaria,Jos,11.08,7.71,9.92,8.89,2195.7,757581.0,290.9,5.68,1.79,7.47,72,0.104,0,21.8,29.0,25,4.0,78.4,fair,0.615,fair,0,0.3788,0,0.4154,0,5.32
XB-20240154,Leafy Greens,Port Harcourt,Kano,4.82,7.04,12.0,8.52,2637.5,726567.0,1199.0,33.73,2.36,36.09,48,0.752,1,11.4,17.1,10,7.1,80.5,fair,0.51,fair,1,0.4562,0,0.4916,0,5.93
XB-20240155,Strawberries,Jos,Onitsha,9.92,8.89,6.14,6.79,4138.9,3247903.0,662.2,13.37,0.02,13.39,36,0.372,1,6.1,9.8,8,1.8,62.7,good,0.0,excellent,0,0.2543,0,0.1364,0,3.09
XB-20240156,Mangoes,Lagos,Ibadan,6.52,3.38,7.38,3.93,2280.7,501490.0,159.2,3.07,0.58,3.66,96,0.038,1,20.2,22.6,20,2.6,68.7,fair,1.223,fair,1,0.2317,0,0.37,0,4.96
XB-20240157,Tomatoes,Lagos,Jos,6.52,3.38,9.92,8.89,2988.9,1030638.0,1014.1,19.71,1.1,20.82,72,0.289,1,27.6,29.6,25,4.6,62.7,poor,1.773,fair,0,0.4899,1,0.4157,0,5.33
XB-20240158,Dairy,Port Harcourt,Abuja,4.82,7.04,9.07,7.4,3235.5,1265538.0,730.8,14.85,1.89,16.74,48,0.349,1,5.9,9.3,6,3.3,63.0,fair,1.408,good,0,0.2143,0,0.1527,0,3.22
XB-20240159,Mangoes,Lagos,Kano,6.52,3.38,12.0,8.52,2759.6,567018.0,1086.6,18.91,0.38,19.3,96,0.201,0,40.8,45.6,20,25.6,65.3,fair,1.324,excellent,0,0.5658,1,0.3146,0,4.52
XB-20240160,Fresh Fish,Zaria,Abuja,11.08,7.71,9.07,7.4,1968.1,1164862.0,341.2,9.5,0.45,9.95,24,0.414,1,3.5,8.8,4,4.8,56.4,fair,0.823,poor,1,0.3288,0,0.55,0,6.4
XB-20240161,Dairy,Kaduna,Abuja,10.52,7.44,9.07,7.4,3791.3,1690002.0,251.8,4.15,9.07,13.21,48,0.275,1,6.5,9.2,6,3.2,55.8,fair,1.284,good,0,0.2177,0,0.2503,0,4.0
XB-20240162,Peppers,Lagos,Kano,6.52,3.38,12.0,8.52,4218.2,777422.0,1249.4,24.07,1.47,25.54,96,0.266,0,34.3,40.8,22,18.8,71.4,poor,1.778,good,0,0.6062,0,0.3907,0,5.13
XB-20240163,Leafy Greens,Port Harcourt,Ibadan,4.82,7.04,7.38,3.93,3317.6,985496.0,614.8,10.89,1.35,12.24,48,0.255,1,12.0,18.1,10,8.1,68.8,poor,1.335,good,1,0.4467,0,0.3454,0,4.76
XB-20240164,Fresh Fish,Abuja,Kano,9.07,7.4,12.0,8.52,403.2,245804.0,442.6,9.11,4.46,13.57,24,0.565,1,2.1,5.2,4,1.2,71.8,fair,1.186,poor,4,0.2845,0,0.6525,1,7.22
XB-20240165,Leafy Greens,Kaduna,Abuja,10.52,7.44,9.07,7.4,605.9,173281.0,195.6,3.18,3.22,6.4,48,0.133,0,29.2,36.4,10,26.4,87.8,good,0.0,good,2,0.5778,0,0.5715,1,6.57
XB-20240166,Dairy,Port Harcourt,Abuja,4.82,7.04,9.07,7.4,4881.6,2180270.0,635.0,10.48,4.17,14.65,48,0.305,1,4.4,7.7,6,1.7,63.5,fair,0.769,excellent,0,0.2329,0,0.1019,0,2.82
XB-20240167,Peppers,Zaria,Jos,11.08,7.71,9.92,8.89,4031.8,700507.0,251.0,5.71,0.4,6.1,96,0.064,1,22.1,28.2,22,6.2,57.3,good,0.0,excellent,0,0.2506,0,0.1025,0,2.82
XB-20240168,Mangoes,Lagos,Zaria,6.52,3.38,11.08,7.71,4058.3,752751.0,1030.8,19.66,1.06,20.72,96,0.216,1,19.6,24.6,20,4.6,58.0,fair,0.806,fair,0,0.1517,0,0.1365,0,3.09
XB-20240169,Leafy Greens,Ibadan,Jos,7.38,3.93,9.92,8.89,1706.6,481482.0,900.0,14.95,6.83,21.78,48,0.454,0,31.6,38.0,10,28.0,73.2,fair,1.338,good,1,0.5737,1,0.5473,1,6.38
XB-20240170,Strawberries,Kano,Lagos,12.0,8.52,6.52,3.38,3734.0,2994866.0,1054.5,17.26,0.77,18.04,36,0.501,0,36.5,43.0,8,35.0,65.3,good,0.0,excellent,0,0.5607,1,0.3507,0,4.81
XB-20240171,Mangoes,Kaduna,Jos,10.52,7.44,9.92,8.89,886.4,172833.0,245.0,4.16,0.69,4.84,96,0.05,1,23.1,29.8,20,9.8,61.5,fair,0.721,good,1,0.3464,0,0.3624,0,4.9
XB-20240172,Peppers,Kaduna,Abuja,10.52,7.44,9.07,7.4,1157.6,199786.0,223.1,5.3,4.45,9.75,96,0.102,0,36.3,42.0,22,20.0,83.1,fair,1.204,poor,1,0.6752,1,0.7721,1,8.18
XB-20240173,Peppers,Kano,Jos,12.0,8.52,9.92,8.89,4570.9,824385.0,303.0,6.06,0.08,6.13,96,0.064,1,22.6,29.7,22,7.7,60.9,good,0.0,good,0,0.2721,0,0.251,0,4.01
XB-20240174,Strawberries,Kano,Jos,12.0,8.52,9.92,8.89,3803.7,2815030.0,300.5,5.16,0.41,5.57,36,0.155,0,31.0,38.6,8,30.6,69.3,good,0.0,fair,1,0.397,1,0.3929,0,5.14
XB-20240175,Strawberries,Zaria,Ibadan,11.08,7.71,7.38,3.93,3135.0,2597557.0,850.0,19.09,2.83,21.92,36,0.609,0,34.2,37.9,8,29.9,90.6,good,0.0,fair,2,0.7844,1,0.719,1,7.75
XB-20240176,Fresh Fish,Lagos,Jos,6.52,3.38,9.92,8.89,1091.5,638212.0,1012.0,16.1,0.1,16.2,24,0.675,1,5.6,8.5,4,4.5,90.8,fair,1.002,good,0,0.381,0,0.34,0,4.72
XB-20240177,Leafy Greens,Ibadan,Jos,7.38,3.93,9.92,8.89,4719.4,1396531.0,937.6,19.18,3.0,22.19,48,0.462,1,13.1,17.3,10,7.3,83.0,fair,0.799,excellent,0,0.5261,1,0.2719,0,4.18
XB-20240178,Dairy,Abuja,Kano,9.07,7.4,12.0,8.52,3727.6,1575460.0,532.2,12.19,1.02,13.21,48,0.275,1,6.6,9.6,6,3.6,59.3,fair,1.402,good,1,0.2455,0,0.3052,0,4.44
XB-20240179,Tomatoes,Ibadan,Jos,7.38,3.93,9.92,8.89,4724.8,1515664.0,834.9,19.59,2.27,21.86,72,0.304,1,25.2,27.7,25,2.7,76.6,good,0.0,fair,1,0.307,0,0.4463,0,5.57
XB-20240180,Mangoes,Zaria,Kaduna,11.08,7.71,10.52,7.44,1446.4,316461.0,94.4,1.97,0.64,2.61,96,0.027,1,22.2,26.9,20,6.9,63.4,fair,0.753,good,0,0.2155,0,0.2021,0,3.62
XB-20240181,Leafy Greens,Zaria,Kano,11.08,7.71,12.0,8.52,949.0,283493.0,179.9,3.93,3.66,7.59,48,0.158,0,33.8,36.6,10,26.6,76.3,poor,2.563,good,0,0.6038,1,0.3563,0,4.85
XB-20240182,Strawberries,Enugu,Abuja,6.44,7.5,9.07,7.4,3350.8,2933208.0,380.4,7.33,1.88,9.22,36,0.256,1,6.7,12.4,8,4.4,89.7,fair,0.577,good,0,0.4339,0,0.2968,0,4.37
XB-20240183,Tomatoes,Kano,Zaria,12.0,8.52,11.08,7.71,2331.8,856924.0,175.9,3.45,1.16,4.61,72,0.064,1,24.7,30.1,25,5.1,56.1,poor,1.313,good,0,0.2219,0,0.2278,0,3.82
XB-20240184,Peppers,Jos,Onitsha,9.92,8.89,6.14,6.79,4684.7,913467.0,617.9,11.43,1.49,12.92,96,0.135,1,23.2,29.3,22,7.3,70.9,poor,2.649,excellent,0,0.3587,0,0.2546,0,4.04
XB-20240185,Leafy Greens,Abuja,Zaria,9.07,7.4,11.08,7.71,4252.2,1186816.0,316.5,6.28,0.55,6.83,48,0.142,0,31.0,37.3,10,27.3,67.8,fair,1.305,poor,2,0.5355,0,0.7055,1,7.64
XB-20240186,Tomatoes,Kano,Ibadan,12.0,8.52,7.38,3.93,1150.9,367813.0,897.3,14.56,0.82,15.38,72,0.214,0,36.2,42.8,25,17.8,59.8,fair,0.942,fair,2,0.4909,1,0.5216,1,6.17
XB-20240187,Peppers,Port Harcourt,Kaduna,4.82,7.04,10.52,7.44,850.2,144818.0,1003.4,16.43,3.91,20.35,96,0.212,1,20.2,25.7,22,3.7,69.5,good,0.0,excellent,0,0.1667,0,0.1436,0,3.15
XB-20240188,Leafy Greens,Abuja,Zaria,9.07,7.4,11.08,7.71,1521.1,443762.0,271.8,6.3,3.52,9.82,48,0.205,1,8.3,12.9,10,2.9,85.8,poor,1.449,good,2,0.1867,0,0.2901,0,4.32
XB-20240189,Fresh Fish,Enugu,Onitsha,6.44,7.5,6.14,6.79,3843.6,2411115.0,104.1,2.1,1.78,3.88,24,0.162,0,28.2,35.6,4,31.6,75.3,poor,1.693,good,0,0.5027,1,0.3702,0,4.96
XB-20240190,Mangoes,Lagos,Onitsha,6.52,3.38,6.14,6.79,1819.1,350133.0,494.5,12.79,0.18,12.97,96,0.135,0,40.4,47.1,20,27.1,60.2,fair,0.606,excellent,0,0.5309,1,0.3903,0,5.12
XB-20240191,Peppers,Lagos,Enugu,6.52,3.38,6.44,7.5,762.9,128240.0,574.8,12.62,2.15,14.77,96,0.154,0,29.3,35.0,22,13.0,79.6,fair,1.145,excellent,0,0.3899,0,0.1555,0,3.24
XB-20240192,Tomatoes,Onitsha,Lagos,6.14,6.79,6.52,3.38,4471.6,1719044.0,493.5,11.26,0.35,11.62,72,0.161,0,29.4,36.5,25,11.5,58.8,good,0.0,fair,1,0.5264,0,0.6312,1,7.05
XB-20240193,Tomatoes,Kaduna,Abuja,10.52,7.44,9.07,7.4,288.3,100164.0,211.4,3.34,0.59,3.93,72,0.055,0,36.8,40.1,25,15.1,59.5,poor,1.227,poor,0,0.4253,0,0.4527,1,5.62
XB-20240194,Fresh Fish,Enugu,Jos,6.44,7.5,9.92,8.89,2517.0,1594018.0,542.4,9.83,1.93,11.76,24,0.49,0,33.6,40.5,4,36.5,69.7,poor,2.184,excellent,0,0.6746,1,0.3255,0,4.6
XB-20240195,Fresh Fish,Zaria,Lagos,11.08,7.71,6.52,3.38,923.3,592935.0,1089.4,16.83,1.95,18.77,24,0.782,0,33.2,40.2,4,36.2,77.7,fair,0.754,fair,0,0.8007,1,0.5522,1,6.42
XB-20240196,Mangoes,Kaduna,Kano,10.52,7.44,12.0,8.52,811.4,150145.0,296.7,4.99,3.87,8.86,96,0.092,0,31.9,35.8,20,15.8,88.1,fair,0.788,good,1,0.6544,1,0.3796,0,5.04
XB-20240197,Tomatoes,Zaria,Abuja,11.08,7.71,9.07,7.4,2854.9,1061632.0,322.4,6.93,1.65,8.58,72,0.119,0,28.9,31.8,25,6.8,58.0,poor,2.954,good,0,0.29,0,0.2396,0,3.92
XB-20240198,Dairy,Port Harcourt,Kano,4.82,7.04,12.0,8.52,4325.9,1850406.0,1109.0,19.86,0.68,20.54,48,0.428,0,37.6,40.3,6,34.3,76.2,fair,1.304,good,1,0.65,1,0.5575,1,6.46
XB-20240199,Fresh Fish,Port Harcourt,Onitsha,4.82,7.04,6.14,6.79,2845.0,1715071.0,193.1,4.44,0.53,4.97,24,0.207,1,5.9,12.9,4,8.9,91.1,fair,0.567,excellent,0,0.4545,0,0.2165,0,3.73
XB-20240200,Leafy Greens,Kaduna,Abuja,10.52,7.44,9.07,7.4,938.8,287947.0,213.4,4.16,0.22,4.38,48,0.091,0,31.8,35.8,10,25.8,89.8,fair,1.232,poor,2,0.6151,0,0.7785,1,8.23
XB-20240201,Dairy,Enugu,Kaduna,6.44,7.5,10.52,7.44,778.1,332348.0,644.4,10.06,0.71,10.77,48,0.224,1,7.0,10.0,6,4.0,79.3,poor,1.903,good,0,0.316,0,0.2452,0,3.96
XB-20240202,Mangoes,Port Harcourt,Onitsha,4.82,7.04,6.14,6.79,2385.8,469052.0,218.0,3.83,0.22,4.05,96,0.042,1,19.6,24.7,20,4.7,59.1,poor,1.595,excellent,0,0.3112,0,0.1621,0,3.3
XB-20240203,Leafy Greens,Abuja,Kano,9.07,7.4,12.0,8.52,4385.2,1246756.0,423.5,9.34,2.44,11.77,48,0.245,0,27.5,32.9,10,22.9,88.6,fair,0.796,excellent,0,0.6144,1,0.2383,0,3.91
XB-20240204,Mangoes,Enugu,Onitsha,6.44,7.5,6.14,6.79,584.9,116437.0,119.5,2.22,2.65,4.86,96,0.051,0,32.4,34.7,20,14.7,70.0,fair,1.081,poor,2,0.4442,0,0.6149,1,6.92
XB-20240205,Mangoes,Abuja,Zaria,9.07,7.4,11.08,7.71,810.1,151944.0,305.7,6.27,2.09,8.36,96,0.087,0,35.1,38.3,20,18.3,71.3,good,0.0,good,0,0.2663,0,0.1425,0,3.14
XB-20240206,Tomatoes,Onitsha,Ibadan,6.14,6.79,7.38,3.93,300.9,112047.0,499.7,8.36,2.32,10.69,72,0.148,1,26.3,30.5,25,5.5,78.1,good,0.0,fair,0,0.1033,0,0.3369,0,4.69
XB-20240207,Leafy Greens,Ibadan,Jos,7.38,3.93,9.92,8.89,897.6,251605.0,803.3,21.79,0.11,21.9,48,0.456,0,34.1,41.9,10,31.9,56.8,good,0.0,excellent,0,0.6206,1,0.2856,0,4.28
XB-20240208,Leafy Greens,Zaria,Jos,11.08,7.71,9.92,8.89,1015.5,263114.0,251.9,6.51,1.1,7.6,48,0.158,1,13.9,20.0,10,10.0,90.1,good,0.0,good,0,0.4019,1,0.3702,0,4.96
XB-20240209,Fresh Fish,Jos,Zaria,9.92,8.89,11.08,7.71,1809.8,1015741.0,266.6,7.02,4.71,11.73,24,0.489,0,39.4,43.3,4,39.3,69.5,good,0.0,excellent,0,0.6748,1,0.3998,0,5.2
XB-20240210,Strawberries,Lagos,Enugu,6.52,3.38,6.44,7.5,4964.1,3765283.0,664.2,10.85,2.66,13.51,36,0.375,1,8.5,16.3,8,8.3,61.7,poor,1.668,fair,0,0.5613,0,0.4976,0,5.98
XB-20240211,Leafy Greens,Kano,Kaduna,12.0,8.52,10.52,7.44,3330.9,925130.0,298.9,5.41,1.45,6.85,48,0.143,0,32.4,40.4,10,30.4,55.4,poor,2.144,good,0,0.6176,1,0.3273,0,4.62
XB-20240212,Tomatoes,Onitsha,Lagos,6.14,6.79,6.52,3.38,3348.3,1101325.0,542.4,12.2,0.38,12.58,72,0.175,1,24.5,29.4,25,4.4,56.6,fair,0.831,fair,0,0.1377,0,0.2029,0,3.62
XB-20240213,Fresh Fish,Abuja,Kaduna,9.07,7.4,10.52,7.44,3076.6,1851043.0,252.4,5.78,0.01,5.79,24,0.241,0,31.0,37.4,4,33.4,55.9,fair,1.441,excellent,0,0.4513,0,0.2219,0,3.78
XB-20240214,Fresh Fish,Zaria,Ibadan,11.08,7.71,7.38,3.93,1522.6,912544.0,910.6,23.56,1.33,24.89,24,1.037,1,6.9,12.5,4,8.5,65.9,fair,0.827,excellent,0,0.6377,1,0.2848,0,4.28
XB-20240215,Tomatoes,Kaduna,Port Harcourt,10.52,7.44,4.82,7.04,591.6,189977.0,870.8,21.69,1.09,22.78,72,0.316,1,25.4,32.3,25,7.3,55.5,fair,1.169,fair,1,0.5293,0,0.4425,0,5.54
XB-20240216,Peppers,Abuja,Enugu,9.07,7.4,6.44,7.5,1309.2,254383.0,454.2,10.64,0.37,11.01,96,0.115,1,23.0,29.0,22,7.0,63.8,poor,2.52,good,0,0.3617,0,0.2921,0,4.34
XB-20240217,Fresh Fish,Onitsha,Enugu,6.14,6.79,6.44,7.5,2089.1,1160865.0,107.5,1.95,1.96,3.91,24,0.163,0,24.1,28.7,4,24.7,78.9,poor,1.464,good,0,0.6047,1,0.4089,0,5.27
XB-20240218,Mangoes,Jos,Onitsha,9.92,8.89,6.14,6.79,1077.5,235167.0,722.5,15.6,0.62,16.23,96,0.169,1,18.7,22.1,20,2.1,66.7,poor,2.751,good,2,0.2208,0,0.3636,0,4.91
XB-20240219,Strawberries,Jos,Onitsha,9.92,8.89,6.14,6.79,2650.7,1959406.0,671.7,15.14,2.43,17.57,36,0.488,0,29.8,37.5,8,29.5,67.2,fair,1.252,fair,1,0.7193,1,0.6787,1,7.43
XB-20240220,Peppers,Ibadan,Onitsha,7.38,3.93,6.14,6.79,3643.8,652673.0,455.8,7.54,0.73,8.26,96,0.086,1,23.3,26.4,22,4.4,81.7,fair,1.104,good,2,0.3294,0,0.4615,0,5.69
XB-20240221,Leafy Greens,Zaria,Abuja,11.08,7.71,9.07,7.4,1670.2,451404.0,281.5,7.58,0.65,8.23,48,0.171,0,33.2,40.4,10,30.4,59.9,poor,2.165,poor,1,0.6782,1,0.7171,1,7.74
XB-20240222,Peppers,Lagos,Onitsha,6.52,3.38,6.14,6.79,2626.5,473503.0,525.2,13.42,6.09,19.5,96,0.203,1,24.0,29.6,22,7.6,70.4,fair,1.285,excellent,0,0.2658,0,0.0732,0,2.59
XB-20240223,Dairy,Enugu,Onitsha,6.44,7.5,6.14,6.79,3371.8,1485948.0,128.0,2.89,2.8,5.69,48,0.119,1,6.3,11.7,6,5.7,72.7,poor,1.211,good,0,0.4705,1,0.3683,0,4.95
XB-20240224,Peppers,Kano,Ibadan,12.0,8.52,7.38,3.93,2266.6,376906.0,1070.6,21.25,0.64,21.9,96,0.228,1,24.3,27.0,22,5.0,56.3,poor,1.465,excellent,0,0.3598,0,0.1735,0,3.39
XB-20240225,Dairy,Kano,Kaduna,12.0,8.52,10.52,7.44,2642.7,1190166.0,298.4,4.89,0.01,4.91,48,0.102,0,31.2,39.2,6,33.2,72.9,poor,2.509,good,0,0.554,1,0.3432,0,4.75
